Year,quarter,citymarketid_1,citymarketid_2,city1,city2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,table_1_flag,Geocoded_City1,Geocoded_City2
2017,1,31057,34614,"Charlotte, NC","Salt Lake City, UT",1727,257,266.93,DL,0.4743,276.41,AA,0.4163,264.35,1,"Charlotte, NC
(35.222936, -80.840161)","Salt Lake City, UT
(40.758478, -111.888142)"
2017,1,30666,30466,"Bellingham, WA","Phoenix, AZ",1208,173,124.68,G4,0.7641,108.19,G4,0.7641,108.19,1,"Bellingham, WA
(41.698264, -88.077915)","Phoenix, AZ
(30.406931, -87.217578)"
2017,1,34614,30559,"Salt Lake City, UT","Seattle, WA",689,950,192.68,DL,0.4988,205.89,AS,0.4483,180.66,1,"Salt Lake City, UT
(40.758478, -111.888142)","Seattle, WA
(47.603229, -122.33028)"
2017,2,33244,31703,"Memphis, TN","New York City, NY (Metropolitan Area)",1002,598,293.36,AA,0.3623,273.59,AA,0.3623,273.59,1,"Memphis, TN
(35.143378, -90.052136)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
2017,3,33198,31123,"Kansas City, MO","St. Louis, MO",237,202,155.21,WN,1,155.21,WN,1,155.21,1,"Kansas City, MO
(39.099792, -94.578559)","St. Louis, MO
(38.630276, -90.200309)"
2017,1,34492,30852,"Raleigh/Durham, NC","Washington, DC (Metropolitan Area)",255,1103,163.85,WN,0.3199,169.05,DL,0.2545,138.18,1,"Raleigh/Durham, NC
(42.673348, -72.179683)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
2017,2,33105,30852,"Cincinnati, OH","Washington, DC (Metropolitan Area)",430,723,178.02,DL,0.4726,207.45,WN,0.1497,99.12,1,"Cincinnati, OH
(39.104427, -84.513808)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
2017,1,33198,33214,"Kansas City, MO","San Antonio, TX",706,272,185.12,WN,0.7852,176.41,WN,0.7852,176.41,1,"Kansas City, MO
(39.099792, -94.578559)","San Antonio, TX
(29.425173, -98.494599)"
2017,3,30599,30977,"Birmingham, AL","Chicago, IL",584,388,205.01,WN,0.4226,196.65,WN,0.4226,196.65,1,"Birmingham, AL
(33.522859, -86.807705)","Chicago, IL
(41.775002, -87.696388)"
2017,3,30721,31136,"Boston, MA (Metropolitan Area)","Jacksonville, FL",1028,594,198.06,B6,0.4674,192.67,WN,0.1922,184.7,1,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Jacksonville, FL
(30.325968, -81.65676)"
2017,2,30397,30325,"Atlanta, GA (Metropolitan Area)","Denver, CO",1199,2247,187.85,DL,0.3447,231.42,F9,0.1858,107.29,1,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Denver, CO
(39.738453, -104.984853)"
2017,2,33105,32575,"Cincinnati, OH","Los Angeles, CA (Metropolitan Area)",1900,852,236.75,DL,0.4322,308.01,F9,0.3703,124.26,1,"Cincinnati, OH
(39.104427, -84.513808)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)"
2017,3,30693,33192,"Nashville, TN","Sacramento, CA",1917,191,278.84,WN,0.5679,278.38,WN,0.5679,278.38,1,"Nashville, TN
(36.166687, -86.779932)","Sacramento, CA
(38.582087, -121.50012)"
2017,2,32575,34100,"Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",2402,2320,316.9,AA,0.6004,368.53,NK,0.1111,146.13,1,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Philadelphia, PA
(39.951061, -75.16562)"
2017,3,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",2510,12958,370.64,UA,0.2339,364.86,VX,0.1364,316.84,1,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
2017,1,33851,30559,"Oklahoma City, OK","Seattle, WA",1519,166,215.96,AS,0.4666,216.26,WN,0.1996,193.45,1,"Oklahoma City, OK
(35.468494, -97.521264)","Seattle, WA
(47.603229, -122.33028)"
2017,3,31453,31703,"Houston, TX","New York City, NY (Metropolitan Area)",1465,3474,260.13,UA,0.5405,298.44,WN,0.1175,227.52,1,"Houston, TX
(29.760803, -95.369506)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
2017,2,31136,32575,"Jacksonville, FL","Los Angeles, CA (Metropolitan Area)",2153,317,334.97,DL,0.3193,361.15,WN,0.2319,271.68,1,"Jacksonville, FL
(30.325968, -81.65676)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)"
2017,3,30647,34492,"Cleveland, OH (Metropolitan Area)","Raleigh/Durham, NC",416,227,149.69,AA,0.3007,165.24,F9,0.2513,71.52,1,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Raleigh/Durham, NC
(42.673348, -72.179683)"
2017,2,31703,33195,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",1055,4721,187.98,UA,0.2866,183.84,WN,0.109,175,1,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
2017,3,31295,30852,"Detroit, MI","Washington, DC (Metropolitan Area)",409,2044,154.35,DL,0.5375,173.6,WN,0.235,116.37,1,"Detroit, MI
(42.332916, -83.047853)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
2017,1,32211,33195,"Las Vegas, NV","Tampa, FL (Metropolitan Area)",1984,826,208.67,WN,0.4678,239.92,F9,0.3654,110,1,"Las Vegas, NV
(36.169202, -115.140597)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
2017,2,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2611,4087,306.32,AA,0.2727,323.87,VX,0.1124,287.66,1,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)"
2017,2,30466,33192,"Phoenix, AZ","Sacramento, CA",647,1020,177.38,WN,0.6405,181.25,AA,0.3307,171.62,1,"Phoenix, AZ
(30.406931, -87.217578)","Sacramento, CA
(38.582087, -121.50012)"
2017,1,33495,34492,"New Orleans, LA","Raleigh/Durham, NC",779,212,217.98,WN,0.3223,215.29,G4,0.1457,103.12,1,"New Orleans, LA
(29.950621, -90.074948)","Raleigh/Durham, NC
(42.673348, -72.179683)"
2017,3,31295,34614,"Detroit, MI","Salt Lake City, UT",1481,377,298.7,DL,0.7895,321.45,F9,0.0774,149.83,1,"Detroit, MI
(42.332916, -83.047853)","Salt Lake City, UT
(40.758478, -111.888142)"
2017,1,31714,30466,"Fort Myers, FL","Phoenix, AZ",1868,164,320.26,AA,0.3795,325.71,UA,0.1494,285.72,1,"Fort Myers, FL
(40.253979, -103.801495)","Phoenix, AZ
(30.406931, -87.217578)"
2017,1,31503,31703,"Eagle, CO","New York City, NY (Metropolitan Area)",1746,310,506.16,AA,0.5143,457.21,AA,0.5143,457.21,1,"Eagle, CO
(38.8339, -120.040604)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
2017,2,30693,32457,"Nashville, TN","San Francisco, CA (Metropolitan Area)",1969,763,301.24,WN,0.5232,279.11,WN,0.5232,279.11,1,"Nashville, TN
(36.166687, -86.779932)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
2017,1,30792,30852,"Buffalo, NY","Washington, DC (Metropolitan Area)",296,387,173.96,WN,0.5582,172.95,WN,0.5582,172.95,1,"Buffalo, NY
(39.945422, -78.64671)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
2017,2,32337,32575,"Indianapolis, IN","Los Angeles, CA (Metropolitan Area)",1814,1011,279.64,WN,0.3596,260.31,WN,0.3596,260.31,1,"Indianapolis, IN
(39.76845, -86.156212)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)"
2017,1,33105,31714,"Cincinnati, OH","Fort Myers, FL",879,414,160.9,DL,0.4952,219.12,F9,0.4678,92.7,1,"Cincinnati, OH
(39.104427, -84.513808)","Fort Myers, FL
(40.253979, -103.801495)"
2017,1,30977,32070,"Chicago, IL","Harrisburg, PA",594,176,298.06,UA,0.5038,284,UA,0.5038,284,1,"Chicago, IL
(41.775002, -87.696388)","Harrisburg, PA
(40.259572, -76.881821)"
2017,2,33105,31453,"Cincinnati, OH","Houston, TX",886,388,195.4,UA,0.3884,246.71,F9,0.2384,83.01,1,"Cincinnati, OH
(39.104427, -84.513808)","Houston, TX
(29.760803, -95.369506)"
2017,1,30666,32211,"Bellingham, WA","Las Vegas, NV",954,545,99.04,G4,0.589,87.86,G4,0.589,87.86,1,"Bellingham, WA
(41.698264, -88.077915)","Las Vegas, NV
(36.169202, -115.140597)"
2017,1,33198,33342,"Kansas City, MO","Milwaukee, WI",436,197,197.06,WN,0.8773,192.71,WN,0.8773,192.71,1,"Kansas City, MO
(39.099792, -94.578559)","Milwaukee, WI
(43.041072, -87.909421)"
2017,3,30466,30559,"Phoenix, AZ","Seattle, WA",1107,2452,154.44,AS,0.3789,150.04,AS,0.3789,150.04,1,"Phoenix, AZ
(30.406931, -87.217578)","Seattle, WA
(47.603229, -122.33028)"
2017,3,30994,32457,"Charleston, SC","San Francisco, CA (Metropolitan Area)",2396,180,327.18,DL,0.3747,343.19,UA,0.2367,308.44,1,"Charleston, SC
(32.77647, -79.931027)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
2017,1,31136,30852,"Jacksonville, FL","Washington, DC (Metropolitan Area)",663,1083,181.24,AA,0.3129,184.96,B6,0.2276,133.47,1,"Jacksonville, FL
(30.325968, -81.65676)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
2017,2,32575,34653,"Los Angeles, CA (Metropolitan Area)","Tulsa, OK",1283,371,239.65,WN,0.3668,249.46,G4,0.2282,109.55,1,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Tulsa, OK
(61.096484, -160.967455)"
2017,3,30977,32457,"Chicago, IL","San Francisco, CA (Metropolitan Area)",1855,5930,212.33,UA,0.4225,226.08,WN,0.1816,204.22,1,"Chicago, IL
(41.775002, -87.696388)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
2017,1,33244,33195,"Memphis, TN","Tampa, FL (Metropolitan Area)",655,252,169.31,WN,0.6249,154.3,WN,0.6249,154.3,1,"Memphis, TN
(35.143378, -90.052136)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
2017,2,30713,34614,"Boise, ID","Salt Lake City, UT",290,194,204.33,DL,0.7824,221.85,AS,0.2165,141.05,1,"Boise, ID
(43.597772, -83.884521)","Salt Lake City, UT
(40.758478, -111.888142)"
2017,1,33198,30693,"Kansas City, MO","Nashville, TN",491,322,206.81,WN,0.932,204.33,WN,0.932,204.33,1,"Kansas City, MO
(39.099792, -94.578559)","Nashville, TN
(36.166687, -86.779932)"
2017,2,31295,34027,"Detroit, MI","West Palm Beach/Palm Beach, FL",1086,201,224.28,DL,0.849,226.08,WN,0.0695,181.92,1,"Detroit, MI
(42.332916, -83.047853)","West Palm Beach/Palm Beach, FL
(33.90976, -98.500854)"
2017,3,30397,31454,"Atlanta, GA (Metropolitan Area)","Orlando, FL",404,1976,131.69,DL,0.6083,149.98,WN,0.3422,103.41,1,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Orlando, FL
(28.538331, -81.378879)"
2017,2,30194,33570,"Dallas/Fort Worth, TX","San Diego, CA",1182,1682,192.75,AA,0.6117,203.65,WN,0.2795,193.94,1,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","San Diego, CA
(32.71576, -117.163817)"
2017,2,30194,34614,"Dallas/Fort Worth, TX","Salt Lake City, UT",999,1026,193.39,AA,0.4582,199.04,DL,0.4015,181.71,1,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Salt Lake City, UT
(40.758478, -111.888142)"
2017,2,31135,30852,"Myrtle Beach, SC","Washington, DC (Metropolitan Area)",399,181,142.53,NK,0.6121,81.15,NK,0.6121,81.15,1,"Myrtle Beach, SC
(33.68785, -78.883852)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
2017,2,30977,32457,"Chicago, IL","San Francisco, CA (Metropolitan Area)",1855,5381,262.42,UA,0.426,293.01,WN,0.176,243.5,1,"Chicago, IL
(41.775002, -87.696388)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
2017,1,31703,34057,"New York City, NY (Metropolitan Area)","Portland, OR",2482,889,282.22,DL,0.2911,318.49,B6,0.1215,224.94,1,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Portland, OR
(45.516018, -122.681425)"
2017,2,30977,30559,"Chicago, IL","Seattle, WA",1733,2182,266.08,AS,0.333,253.78,AS,0.333,253.78,1,"Chicago, IL
(41.775002, -87.696388)","Seattle, WA
(47.603229, -122.33028)"
2017,1,34057,32457,"Portland, OR","San Francisco, CA (Metropolitan Area)",569,3577,132.03,AS,0.4998,129.43,WN,0.2998,126.3,1,"Portland, OR
(45.516018, -122.681425)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
2017,2,30194,31295,"Dallas/Fort Worth, TX","Detroit, MI",986,1466,186.16,AA,0.4293,196.12,NK,0.1358,91.95,1,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Detroit, MI
(42.332916, -83.047853)"
2017,2,30529,30852,"Hartford, CT","Washington, DC (Metropolitan Area)",326,1209,143.42,WN,0.3902,140.01,B6,0.2107,126.57,1,"Hartford, CT
(41.765775, -72.673356)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
2017,2,30325,33316,"Denver, CO","Omaha, NE",472,645,136.48,WN,0.4367,142.45,F9,0.1216,79.76,1,"Denver, CO
(39.738453, -104.984853)","Omaha, NE
(46.07035, -93.666319)"
2017,3,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",1861,540,231.52,B6,0.3533,195.19,B6,0.3533,195.19,1,"Albuquerque, NM
(35.084248, -106.649241)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
2017,3,33495,33214,"New Orleans, LA","San Antonio, TX",494,233,191.65,WN,0.8252,187.2,WN,0.8252,187.2,1,"New Orleans, LA
(29.950621, -90.074948)","San Antonio, TX
(29.425173, -98.494599)"
2017,1,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",2510,11359,360.49,UA,0.2335,366.73,VX,0.1564,285.37,1,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
2017,3,30397,34321,"Atlanta, GA (Metropolitan Area)","Portland, ME",1027,278,232,DL,0.8981,234.6,WN,0.041,193.69,1,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Portland, ME
(45.516018, -122.681425)"
2017,1,30977,32457,"Chicago, IL","San Francisco, CA (Metropolitan Area)",1855,3988,219.68,UA,0.4698,234.91,WN,0.1662,194.86,1,"Chicago, IL
(41.775002, -87.696388)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
2017,2,30257,33195,"Albany, NY","Tampa, FL (Metropolitan Area)",1130,346,203.27,WN,0.8532,198.84,WN,0.8532,198.84,1,"Albany, NY
(42.651242, -73.755418)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
2017,1,33105,31454,"Cincinnati, OH","Orlando, FL",757,677,162.06,DL,0.591,203.28,F9,0.3758,89.87,1,"Cincinnati, OH
(39.104427, -84.513808)","Orlando, FL
(28.538331, -81.378879)"
2017,2,31057,30693,"Charlotte, NC","Nashville, TN",328,540,182.79,AA,0.724,203.63,WN,0.2398,114.59,1,"Charlotte, NC
(35.222936, -80.840161)","Nashville, TN
(36.166687, -86.779932)"
2017,1,32467,33195,"Miami, FL (Metropolitan Area)","Tampa, FL (Metropolitan Area)",204,949,125.23,WN,0.4865,125.69,WN,0.4865,125.69,1,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
2017,3,34576,33195,"Rochester, NY","Tampa, FL (Metropolitan Area)",1079,189,204.47,WN,0.6287,192.91,WN,0.6287,192.91,1,"Rochester, NY
(43.155708, -77.612547)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
2017,1,33105,32575,"Cincinnati, OH","Los Angeles, CA (Metropolitan Area)",1900,642,234.21,DL,0.4934,290.07,F9,0.2748,102.03,1,"Cincinnati, OH
(39.104427, -84.513808)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)"
2017,1,33244,31454,"Memphis, TN","Orlando, FL",684,436,190.76,WN,0.6351,168.58,WN,0.6351,168.58,1,"Memphis, TN
(35.143378, -90.052136)","Orlando, FL
(28.538331, -81.378879)"
2017,2,33342,33195,"Milwaukee, WI","Tampa, FL (Metropolitan Area)",1075,452,204.89,WN,0.8016,197.25,WN,0.8016,197.25,1,"Milwaukee, WI
(43.041072, -87.909421)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
2017,2,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",372,22488,136.39,WN,0.5868,138.82,WN,0.5868,138.82,1,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
2017,2,30423,30647,"Austin, TX","Cleveland, OH (Metropolitan Area)",1174,242,200.97,G4,0.2949,82.08,G4,0.2949,82.08,1,"Austin, TX
(30.264979, -97.746598)","Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)"
2017,2,32211,34653,"Las Vegas, NV","Tulsa, OK",1076,259,193.88,WN,0.5541,228.41,G4,0.2872,93.46,1,"Las Vegas, NV
(36.169202, -115.140597)","Tulsa, OK
(61.096484, -160.967455)"
2017,3,30792,31454,"Buffalo, NY","Orlando, FL",1011,872,160.92,WN,0.617,155.56,WN,0.617,155.56,1,"Buffalo, NY
(39.945422, -78.64671)","Orlando, FL
(28.538331, -81.378879)"
2017,1,32467,30693,"Miami, FL (Metropolitan Area)","Nashville, TN",806,1083,159.21,WN,0.5619,153.79,B6,0.1762,116.5,1,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Nashville, TN
(36.166687, -86.779932)"
2017,3,32211,33851,"Las Vegas, NV","Oklahoma City, OK",986,360,192.19,WN,0.6494,211.46,G4,0.1916,101.72,1,"Las Vegas, NV
(36.169202, -115.140597)","Oklahoma City, OK
(35.468494, -97.521264)"
2017,1,31453,30198,"Houston, TX","Pittsburgh, PA",1131,480,316.9,UA,0.508,379.44,WN,0.346,240.13,1,"Houston, TX
(29.760803, -95.369506)","Pittsburgh, PA
(40.442169, -79.994945)"
2017,1,35096,33195,"Syracuse, NY","Tampa, FL (Metropolitan Area)",1111,247,171.16,G4,0.5516,127.37,G4,0.5516,127.37,1,"Syracuse, NY
(43.047945, -76.147448)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
2017,3,30977,35356,"Chicago, IL","Trenton, NJ",693,262,92.12,F9,0.9996,92.12,F9,0.9996,92.12,1,"Chicago, IL
(41.775002, -87.696388)","Trenton, NJ
(40.220572, -74.759709)"
2017,2,31057,34614,"Charlotte, NC","Salt Lake City, UT",1727,277,266.36,DL,0.4585,279.31,AA,0.4184,262.49,1,"Charlotte, NC
(35.222936, -80.840161)","Salt Lake City, UT
(40.758478, -111.888142)"
2017,2,30559,33195,"Seattle, WA","Tampa, FL (Metropolitan Area)",2520,524,281.34,AS,0.4255,283.04,WN,0.1495,248.67,1,"Seattle, WA
(47.603229, -122.33028)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
2017,2,31423,30466,"Des Moines, IA","Phoenix, AZ",1150,339,183.8,AA,0.4804,240.23,G4,0.3182,91.35,1,"Des Moines, IA
(41.588822, -93.620309)","Phoenix, AZ
(30.406931, -87.217578)"
2017,3,32467,30693,"Miami, FL (Metropolitan Area)","Nashville, TN",806,1028,151.28,WN,0.5356,145.41,B6,0.1744,123.51,1,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Nashville, TN
(36.166687, -86.779932)"
2017,3,30397,30647,"Atlanta, GA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",554,1168,140.44,DL,0.7438,149.54,WN,0.1503,115.44,1,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)"
2017,2,32211,30198,"Las Vegas, NV","Pittsburgh, PA",1910,764,192.01,WN,0.5856,215.24,F9,0.2832,105.03,1,"Las Vegas, NV
(36.169202, -115.140597)","Pittsburgh, PA
(40.442169, -79.994945)"
2017,3,30466,34492,"Phoenix, AZ","Raleigh/Durham, NC",1891,278,278.64,WN,0.5417,273.2,DL,0.1833,266.86,1,"Phoenix, AZ
(30.406931, -87.217578)","Raleigh/Durham, NC
(42.673348, -72.179683)"
2017,3,30721,31714,"Boston, MA (Metropolitan Area)","Fort Myers, FL",1271,790,187.11,B6,0.5889,177.43,B6,0.5889,177.43,1,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Fort Myers, FL
(40.253979, -103.801495)"
2017,2,31057,32457,"Charlotte, NC","San Francisco, CA (Metropolitan Area)",2296,855,327.91,AA,0.753,343.66,F9,0.0105,193.63,1,"Charlotte, NC
(35.222936, -80.840161)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
2017,1,31066,31714,"Columbus, OH","Fort Myers, FL",930,631,188.59,WN,0.8218,188.89,F9,0.0368,102.97,1,"Columbus, OH
(39.962649, -82.996216)","Fort Myers, FL
(40.253979, -103.801495)"
2017,1,31637,30466,"Fargo, ND","Phoenix, AZ",1225,309,189.26,G4,0.8236,159.65,G4,0.8236,159.65,1,"Fargo, ND
(36.731654, -119.785856)","Phoenix, AZ
(30.406931, -87.217578)"
2017,1,33195,30852,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",842,3232,145.81,WN,0.5242,135.5,WN,0.5242,135.5,1,"Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
2017,1,33342,31650,"Milwaukee, WI","Minneapolis/St. Paul, MN",297,401,193.15,DL,0.7633,205.54,WN,0.2195,150.65,1,"Milwaukee, WI
(43.041072, -87.909421)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
2017,2,30325,33342,"Denver, CO","Milwaukee, WI",896,905,153.02,WN,0.5608,157.45,F9,0.1537,90.32,1,"Denver, CO
(39.738453, -104.984853)","Milwaukee, WI
(43.041072, -87.909421)"
2017,1,34100,31123,"Philadelphia, PA","St. Louis, MO",814,411,259.04,AA,0.5343,268.4,WN,0.4203,242.18,1,"Philadelphia, PA
(39.951061, -75.16562)","St. Louis, MO
(38.630276, -90.200309)"
2017,2,32467,33495,"Miami, FL (Metropolitan Area)","New Orleans, LA",675,1108,149.84,WN,0.3575,142.26,B6,0.1687,116.83,1,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","New Orleans, LA
(29.950621, -90.074948)"
2017,2,31057,30647,"Charlotte, NC","Cleveland, OH (Metropolitan Area)",430,479,216.99,AA,0.8329,229.49,F9,0.0475,73.96,1,"Charlotte, NC
(35.222936, -80.840161)","Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)"
2017,2,30529,34492,"Hartford, CT","Raleigh/Durham, NC",532,235,210.67,DL,0.3914,200.4,UA,0.1065,199.7,1,"Hartford, CT
(41.765775, -72.673356)","Raleigh/Durham, NC
(42.673348, -72.179683)"
2017,2,30529,31454,"Hartford, CT","Orlando, FL",1050,1430,175.41,WN,0.4974,173.81,WN,0.4974,173.81,1,"Hartford, CT
(41.765775, -72.673356)","Orlando, FL
(28.538331, -81.378879)"
2017,3,30194,31504,"Dallas/Fort Worth, TX","Valparaiso, FL",641,208,255.08,AA,0.8958,258.35,UA,0.0241,204.08,1,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Valparaiso, FL
(41.478143, -87.055372)"
2017,2,30423,32211,"Austin, TX","Las Vegas, NV",1090,979,176.65,WN,0.5274,214.02,G4,0.1542,93.65,1,"Austin, TX
(30.264979, -97.746598)","Las Vegas, NV
(36.169202, -115.140597)"
2017,1,34057,34614,"Portland, OR","Salt Lake City, UT",630,746,154.73,DL,0.6029,162.98,AS,0.3487,137.78,1,"Portland, OR
(45.516018, -122.681425)","Salt Lake City, UT
(40.758478, -111.888142)"
2017,1,30721,31454,"Boston, MA (Metropolitan Area)","Orlando, FL",1142,4572,186,B6,0.4116,196.74,WN,0.3416,177.14,1,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Orlando, FL
(28.538331, -81.378879)"
2017,1,31454,30198,"Orlando, FL","Pittsburgh, PA",834,1213,158.23,WN,0.7931,156.79,F9,0.078,98.37,1,"Orlando, FL
(28.538331, -81.378879)","Pittsburgh, PA
(40.442169, -79.994945)"
2017,1,33495,33214,"New Orleans, LA","San Antonio, TX",494,229,207.24,WN,0.8417,200.75,WN,0.8417,200.75,1,"New Orleans, LA
(29.950621, -90.074948)","San Antonio, TX
(29.425173, -98.494599)"
2017,1,32211,33316,"Las Vegas, NV","Omaha, NE",1099,457,216.96,WN,0.8133,219.28,F9,0.0474,92.52,1,"Las Vegas, NV
(36.169202, -115.140597)","Omaha, NE
(46.07035, -93.666319)"
2017,1,30721,30647,"Boston, MA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",563,624,153.45,B6,0.4917,126.97,B6,0.4917,126.97,1,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)"
2017,3,32211,33244,"Las Vegas, NV","Memphis, TN",1416,364,190.4,AA,0.2076,244.03,F9,0.1974,108.82,1,"Las Vegas, NV
(36.169202, -115.140597)","Memphis, TN
(35.143378, -90.052136)"
2017,1,31834,31703,"Fayetteville, AR","New York City, NY (Metropolitan Area)",1187,225,338.22,AA,0.5345,327.7,AA,0.5345,327.7,1,"Fayetteville, AR
(36.061928, -94.160583)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
2017,3,31295,31454,"Detroit, MI","Orlando, FL",957,1664,149.05,DL,0.5667,189.92,F9,0.117,78.56,1,"Detroit, MI
(42.332916, -83.047853)","Orlando, FL
(28.538331, -81.378879)"
2017,1,32457,31884,"San Francisco, CA (Metropolitan Area)","Spokane, WA",742,330,200.42,WN,0.4919,207.66,AS,0.3901,188.95,1,"San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)","Spokane, WA
(47.658999, -117.425022)"
2017,2,30194,30466,"Dallas/Fort Worth, TX","Phoenix, AZ",879,2249,180.88,AA,0.5326,201.84,WN,0.4147,162.64,1,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Phoenix, AZ
(30.406931, -87.217578)"
2017,2,31453,30198,"Houston, TX","Pittsburgh, PA",1131,551,303.31,UA,0.4273,384.06,WN,0.3668,243.18,1,"Houston, TX
(29.760803, -95.369506)","Pittsburgh, PA
(40.442169, -79.994945)"
2017,1,34252,30559,"Pasco/Kennewick/Richland, WA","Seattle, WA",172,216,140.67,AS,0.8395,139.89,AS,0.8395,139.89,1,"Pasco/Kennewick/Richland, WA
(37.123874, -76.391902)","Seattle, WA
(47.603229, -122.33028)"
2017,3,30615,32457,"El Paso, TX","San Francisco, CA (Metropolitan Area)",993,181,243.05,WN,0.5568,244.68,G4,0.1088,104.36,1,"El Paso, TX
(31.76006, -106.492257)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
