tbl,Year,quarter,citymarketid_1,citymarketid_2,city1,city2,airportid_1,airportid_2,airport_1,airport_2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,Geocoded_City1,Geocoded_City2,tbl1apk
Table1a,2018,4,30257,30852,"Albany, NY","Washington, DC (Metropolitan Area)",10257,11278,ALB,DCA,325,203,190.81,AA,0.9775,190.74,AA,0.9775,190.74,,,201841025711278ALBDCA
Table1a,2018,4,30257,32575,"Albany, NY","Los Angeles, CA (Metropolitan Area)",10257,14908,ALB,SNA,2468,30,363.14,UA,0.4599,331,UA,0.4599,331,,,201841025714908ALBSNA
Table1a,2018,4,30257,33195,"Albany, NY","Tampa, FL (Metropolitan Area)",10257,14112,ALB,PIE,1138,27,100.78,G4,1,100.78,G4,1,100.78,,,201841025714112ALBPIE
Table1a,2018,4,30257,30852,"Albany, NY","Washington, DC (Metropolitan Area)",10257,12264,ALB,IAD,325,15,184.86,UA,0.9854,184.48,UA,0.9854,184.48,,,201841025712264ALBIAD
Table1a,2018,4,30257,32467,"Albany, NY","Miami, FL (Metropolitan Area)",10257,11697,ALB,FLL,1225,368,188.2,B6,0.6067,185.63,B6,0.6067,185.63,,,201841025711697ALBFLL
Table1a,2018,4,30257,30977,"Albany, NY","Chicago, IL",10257,13930,ALB,ORD,723,222,260.76,UA,0.6424,254.18,UA,0.6424,254.18,,,201841025713930ALBORD
Table1a,2018,4,30257,33195,"Albany, NY","Tampa, FL (Metropolitan Area)",10257,15304,ALB,TPA,1138,299,208.4,WN,0.8169,200.83,WN,0.8169,200.83,,,201841025715304ALBTPA
Table1a,2018,4,30257,32575,"Albany, NY","Los Angeles, CA (Metropolitan Area)",10257,12892,ALB,LAX,2468,175,333.41,UA,0.359,300.01,WN,0.2653,290.78,,,201841025712892ALBLAX
Table1a,2018,4,30257,32575,"Albany, NY","Los Angeles, CA (Metropolitan Area)",10257,12954,ALB,LGB,2468,1,258.17,WN,0.8333,248.2,WN,0.8333,248.2,,,201841025712954ALBLGB
Table1a,2018,4,30257,32575,"Albany, NY","Los Angeles, CA (Metropolitan Area)",10257,10800,ALB,BUR,2468,13,325.52,WN,0.9052,317.13,UA,0.0345,266.98,,,201841025710800ALBBUR
Table1a,2018,4,30257,30977,"Albany, NY","Chicago, IL",10257,13232,ALB,MDW,723,86,242.38,WN,0.9785,241.56,WN,0.9785,241.56,,,201841025713232ALBMDW
Table1a,2018,4,30257,32467,"Albany, NY","Miami, FL (Metropolitan Area)",10257,13303,ALB,MIA,1225,31,264.68,AA,0.6411,270.69,DL,0.2509,268.18,,,201841025713303ALBMIA
Table1a,2018,4,30257,32575,"Albany, NY","Los Angeles, CA (Metropolitan Area)",10257,13891,ALB,ONT,2468,13,312.18,WN,0.7778,288.37,F9,0.0427,137,,,201841025713891ALBONT
Table1a,2018,4,30257,30852,"Albany, NY","Washington, DC (Metropolitan Area)",10257,10821,ALB,BWI,325,226,169.07,WN,0.9913,168.34,WN,0.9913,168.34,,,201841025710821ALBBWI
Table1a,2018,4,30140,31453,"Albuquerque, NM","Houston, TX",10140,12266,ABQ,IAH,759,139,269.76,UA,0.9349,267.69,UA,0.9349,267.69,,,201841014012266ABQIAH
Table1a,2018,4,30140,31453,"Albuquerque, NM","Houston, TX",10140,12191,ABQ,HOU,759,232,238.48,WN,0.9873,238.13,WN,0.9873,238.13,,,201841014012191ABQHOU
Table1a,2018,4,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",10140,12391,ABQ,ISP,1861,8,342.99,WN,0.9079,349.02,AA,0.0789,292,,,201841014012391ABQISP
Table1a,2018,4,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",10140,11618,ABQ,EWR,1861,94,350.74,UA,0.4597,382.97,WN,0.2339,276.21,,,201841014011618ABQEWR
Table1a,2018,4,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",10140,10800,ABQ,BUR,677,62,203.73,WN,0.8944,196.13,WN,0.8944,196.13,,,201841014010800ABQBUR
Table1a,2018,4,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",10140,12953,ABQ,LGA,1861,189,247.91,AA,0.3658,254.65,UA,0.2396,212.73,,,201841014012953ABQLGA
Table1a,2018,4,30140,32457,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",10140,13796,ABQ,OAK,896,373,200.45,WN,0.9744,199.5,WN,0.9744,199.5,,,201841014013796ABQOAK
Table1a,2018,4,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",10140,13891,ABQ,ONT,677,67,201.87,WN,0.7851,188.8,WN,0.7851,188.8,,,201841014013891ABQONT
Table1a,2018,4,30140,30721,"Albuquerque, NM","Boston, MA (Metropolitan Area)",10140,10721,ABQ,BOS,1974,181,276.69,AA,0.3469,274.3,WN,0.3068,244.73,,,201841014010721ABQBOS
Table1a,2018,4,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",10140,12197,ABQ,HPN,1861,10,297.99,DL,0.5,348.73,UA,0.1136,241.6,,,201841014012197ABQHPN
Table1a,2018,4,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",10140,12954,ABQ,LGB,677,9,208.82,WN,0.5059,182.47,WN,0.5059,182.47,,,201841014012954ABQLGB
Table1a,2018,4,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",10140,12892,ABQ,LAX,677,799,171.12,WN,0.5303,158.65,WN,0.5303,158.65,,,201841014012892ABQLAX
Table1a,2018,4,30140,32457,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",10140,14771,ABQ,SFO,896,280,190.88,UA,0.4639,202.85,AS,0.3157,165.88,,,201841014014771ABQSFO
Table1a,2018,4,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",10140,12478,ABQ,JFK,1861,226,238.78,B6,0.8133,221.41,B6,0.8133,221.41,,,201841014012478ABQJFK
Table1a,2018,4,30140,30977,"Albuquerque, NM","Chicago, IL",10140,13232,ABQ,MDW,1121,170,244.17,WN,0.9968,244.01,WN,0.9968,244.01,,,201841014013232ABQMDW
Table1a,2018,4,30140,30852,"Albuquerque, NM","Washington, DC (Metropolitan Area)",10140,12264,ABQ,IAD,1670,88,317.29,UA,0.5357,335.11,WN,0.1379,254.04,,,201841014012264ABQIAD
Table1a,2018,4,30140,30721,"Albuquerque, NM","Boston, MA (Metropolitan Area)",10140,13296,ABQ,MHT,1974,21,277.95,WN,0.8731,264.8,WN,0.8731,264.8,,,201841014013296ABQMHT
Table1a,2018,4,30140,32457,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",10140,14831,ABQ,SJC,896,126,200.04,WN,0.8033,192.2,WN,0.8033,192.2,,,201841014014831ABQSJC
Table1a,2018,4,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",10140,15070,ABQ,SWF,1861,0,456.5,AA,1,456.5,AA,1,456.5,,,201841014015070ABQSWF
Table1a,2018,4,30140,30852,"Albuquerque, NM","Washington, DC (Metropolitan Area)",10140,11278,ABQ,DCA,1670,224,296.44,WN,0.3984,272.4,WN,0.3984,272.4,,,201841014011278ABQDCA
Table1a,2018,4,30140,30194,"Albuquerque, NM","Dallas/Fort Worth, TX",10140,11259,ABQ,DAL,580,343,205.07,WN,0.9994,205.12,WN,0.9994,205.12,,,201841014011259ABQDAL
Table1a,2018,4,30140,30852,"Albuquerque, NM","Washington, DC (Metropolitan Area)",10140,10821,ABQ,BWI,1670,243,283.28,WN,0.8527,286.35,UA,0.0388,249.77,,,201841014010821ABQBWI
Table1a,2018,4,30140,30194,"Albuquerque, NM","Dallas/Fort Worth, TX",10140,11298,ABQ,DFW,580,265,240.25,AA,0.9762,240.06,AA,0.9762,240.06,,,201841014011298ABQDFW
Table1a,2018,4,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",10140,14908,ABQ,SNA,677,168,187.56,AS,0.5321,152.47,AS,0.5321,152.47,,,201841014014908ABQSNA
Table1a,2018,4,30140,30721,"Albuquerque, NM","Boston, MA (Metropolitan Area)",10140,14307,ABQ,PVD,1974,30,290.72,WN,0.6618,283.56,AA,0.1382,282.98,,,201841014014307ABQPVD
Table1a,2018,4,30140,30466,"Albuquerque, NM","Phoenix, AZ",10140,14107,ABQ,PHX,328,700,162.99,WN,0.798,159.68,WN,0.798,159.68,,,201841014014107ABQPHX
Table1a,2018,4,30140,30977,"Albuquerque, NM","Chicago, IL",10140,13930,ABQ,ORD,1121,201,282.27,AA,0.5133,278.52,AA,0.5133,278.52,,,201841014013930ABQORD
Table1a,2018,4,30279,31453,"Amarillo, TX","Houston, TX",10279,12191,AMA,HOU,537,96,173.25,WN,0.9558,171.35,WN,0.9558,171.35,,,201841027912191AMAHOU
Table1a,2018,4,30279,30194,"Amarillo, TX","Dallas/Fort Worth, TX",10279,11298,AMA,DFW,323,127,203.01,AA,0.9854,202.44,AA,0.9854,202.44,,,201841027911298AMADFW
Table1a,2018,4,30279,31453,"Amarillo, TX","Houston, TX",10279,12266,AMA,IAH,537,104,197.87,UA,0.9056,196.16,UA,0.9056,196.16,,,201841027912266AMAIAH
Table1a,2018,4,30279,30194,"Amarillo, TX","Dallas/Fort Worth, TX",10279,11259,AMA,DAL,323,189,165.85,WN,0.9914,165.84,WN,0.9914,165.84,,,201841027911259AMADAL
Table1a,2018,4,30431,31703,"Asheville, NC","New York City, NY (Metropolitan Area)",10431,12197,AVL,HPN,633,8,253.47,AA,0.5256,257.51,DL,0.4615,248.31,,,201841043112197AVLHPN
Table1a,2018,4,30431,32467,"Asheville, NC","Miami, FL (Metropolitan Area)",10431,11697,AVL,FLL,677,321,104.09,G4,0.9245,92.48,NK,0.025,73.09,,,201841043111697AVLFLL
Table1a,2018,4,30431,31703,"Asheville, NC","New York City, NY (Metropolitan Area)",10431,11618,AVL,EWR,633,172,160.54,G4,0.5284,100.71,G4,0.5284,100.71,,,201841043111618AVLEWR
Table1a,2018,4,30431,33195,"Asheville, NC","Tampa, FL (Metropolitan Area)",10431,14112,AVL,PIE,519,204,86.01,G4,1,86.01,G4,1,86.01,,,201841043114112AVLPIE
Table1a,2018,4,30431,33195,"Asheville, NC","Tampa, FL (Metropolitan Area)",10431,15304,AVL,TPA,519,31,295.26,DL,0.4225,356,NK,0.1479,76.12,,,201841043115304AVLTPA
Table1a,2018,4,30431,32467,"Asheville, NC","Miami, FL (Metropolitan Area)",10431,13303,AVL,MIA,677,21,324.84,AA,0.6402,305.93,AA,0.6402,305.93,,,201841043113303AVLMIA
Table1a,2018,4,30431,31703,"Asheville, NC","New York City, NY (Metropolitan Area)",10431,15070,AVL,SWF,633,0,398,DL,1,398,DL,1,398,,,201841043115070AVLSWF
Table1a,2018,4,30431,31703,"Asheville, NC","New York City, NY (Metropolitan Area)",10431,12953,AVL,LGA,633,43,251.9,AA,0.61,238.36,AA,0.61,238.36,,,201841043112953AVLLGA
Table1a,2018,4,30431,31703,"Asheville, NC","New York City, NY (Metropolitan Area)",10431,12478,AVL,JFK,633,19,253.82,AA,0.764,235.94,AA,0.764,235.94,,,201841043112478AVLJFK
Table1a,2018,4,30431,31703,"Asheville, NC","New York City, NY (Metropolitan Area)",10431,12391,AVL,ISP,633,1,193,AA,1,193,AA,1,193,,,201841043112391AVLISP
Table1a,2018,4,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10397,11618,ATL,EWR,795,2423,209.83,UA,0.4677,198.96,UA,0.4677,198.96,,,201841039711618ATLEWR
Table1a,2018,4,30397,31453,"Atlanta, GA (Metropolitan Area)","Houston, TX",10397,12191,ATL,HOU,696,1215,158.12,WN,0.5974,146.85,WN,0.5974,146.85,,,201841039712191ATLHOU
Table1a,2018,4,30397,32467,"Atlanta, GA (Metropolitan Area)","Miami, FL (Metropolitan Area)",10397,11697,ATL,FLL,594,2391,147.55,DL,0.5083,171.1,NK,0.1233,82.83,,,201841039711697ATLFLL
Table1a,2018,4,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10397,12197,ATL,HPN,795,407,242.74,DL,0.9645,242.87,DL,0.9645,242.87,,,201841039712197ATLHPN
Table1a,2018,4,30397,31066,"Atlanta, GA (Metropolitan Area)","Columbus, OH",10397,11066,ATL,CMH,447,828,170.49,DL,0.682,184.02,WN,0.2944,134.96,,,201841039711066ATLCMH
Table1a,2018,4,30397,30647,"Atlanta, GA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",10397,11042,ATL,CLE,554,935,166.01,DL,0.7116,178.67,WN,0.1924,127,,,201841039711042ATLCLE
Table1a,2018,4,30397,30647,"Atlanta, GA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",10397,10874,ATL,CAK,554,133,221.35,DL,0.9477,219.66,DL,0.9477,219.66,,,201841039710874ATLCAK
Table1a,2018,4,30397,30852,"Atlanta, GA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10397,10821,ATL,BWI,577,2051,163.1,WN,0.4447,155.02,NK,0.1053,106.27,,,201841039710821ATLBWI
Table1a,2018,4,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10397,10800,ATL,BUR,1947,32,308.76,WN,0.6007,262.68,WN,0.6007,262.68,,,201841039710800ATLBUR
Table1a,2018,4,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,10721,ATL,BOS,952,2987,153.35,DL,0.6094,169.9,B6,0.2277,121.26,,,201841039710721ATLBOS
Table1a,2018,4,30397,33195,"Atlanta, GA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",10397,15304,ATL,TPA,406,1576,173.69,DL,0.6458,188.11,WN,0.3026,152.21,,,201841039715304ATLTPA
Table1a,2018,4,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10397,15070,ATL,SWF,795,10,256.05,DL,0.5444,235.28,DL,0.5444,235.28,,,201841039715070ATLSWF
Table1a,2018,4,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10397,14908,ATL,SNA,1947,468,332.81,DL,0.8611,334.68,UA,0.0446,293.28,,,201841039714908ATLSNA
Table1a,2018,4,30397,32457,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10397,14831,ATL,SJC,2139,508,285.8,DL,0.6426,334.59,F9,0.1633,86.54,,,201841039714831ATLSJC
Table1a,2018,4,30397,32457,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10397,14771,ATL,SFO,2139,1333,364.92,DL,0.6117,400.23,UA,0.212,363.72,,,201841039714771ATLSFO
Table1a,2018,4,30397,30194,"Atlanta, GA (Metropolitan Area)","Dallas/Fort Worth, TX",10397,11259,ATL,DAL,731,1163,174.54,WN,0.6383,163.18,WN,0.6383,163.18,,,201841039711259ATLDAL
Table1a,2018,4,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,14307,ATL,PVD,952,307,209.46,DL,0.8214,209.3,WN,0.0898,200.53,,,201841039714307ATLPVD
Table1a,2018,4,30397,30466,"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",10397,14107,ATL,PHX,1587,1282,269.17,DL,0.5084,296.98,WN,0.2464,226.4,,,201841039714107ATLPHX
Table1a,2018,4,30397,33667,"Atlanta, GA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",10397,14098,ATL,PHF,516,81,219.04,DL,0.9543,216.6,DL,0.9543,216.6,,,201841039714098ATLPHF
Table1a,2018,4,30397,33667,"Atlanta, GA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",10397,13931,ATL,ORF,516,402,223.32,DL,0.8902,224.22,UA,0.0243,191.84,,,201841039713931ATLORF
Table1a,2018,4,30397,30977,"Atlanta, GA (Metropolitan Area)","Chicago, IL",10397,13930,ATL,ORD,606,2449,187.26,DL,0.4427,205.51,AA,0.2872,164.51,,,201841039713930ATLORD
Table1a,2018,4,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10397,13891,ATL,ONT,1947,165,263.75,WN,0.3404,252.66,F9,0.19,111.89,,,201841039713891ATLONT
Table1a,2018,4,30397,32457,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10397,13796,ATL,OAK,2139,326,255.58,WN,0.7647,244.03,WN,0.7647,244.03,,,201841039713796ATLOAK
Table1a,2018,4,30397,32467,"Atlanta, GA (Metropolitan Area)","Miami, FL (Metropolitan Area)",10397,13303,ATL,MIA,594,1920,161.83,AA,0.4839,141.84,AA,0.4839,141.84,,,201841039713303ATLMIA
Table1a,2018,4,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,13296,ATL,MHT,952,104,207.7,DL,0.6415,199.1,WN,0.2023,194.18,,,201841039713296ATLMHT
Table1a,2018,4,30397,30977,"Atlanta, GA (Metropolitan Area)","Chicago, IL",10397,13232,ATL,MDW,606,1469,159.1,WN,0.6767,142.82,WN,0.6767,142.82,,,201841039713232ATLMDW
Table1a,2018,4,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10397,12954,ATL,LGB,1947,17,304.04,DL,0.3355,355.67,WN,0.2258,222.33,,,201841039712954ATLLGB
Table1a,2018,4,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10397,12953,ATL,LGA,795,4711,202.47,DL,0.5716,236.69,WN,0.1883,147.04,,,201841039712953ATLLGA
Table1a,2018,4,30397,30852,"Atlanta, GA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10397,11278,ATL,DCA,577,2367,198.99,DL,0.6155,217.56,WN,0.2366,146.41,,,201841039711278ATLDCA
Table1a,2018,4,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10397,12892,ATL,LAX,1947,3197,276.75,DL,0.467,341.62,WN,0.159,218.44,,,201841039712892ATLLAX
Table1a,2018,4,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10397,12478,ATL,JFK,795,1284,193.98,DL,0.7083,206.15,B6,0.2563,159.44,,,201841039712478ATLJFK
Table1a,2018,4,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10397,12391,ATL,ISP,795,36,197.35,WN,0.8806,189.04,WN,0.8806,189.04,,,201841039712391ATLISP
Table1a,2018,4,30397,30194,"Atlanta, GA (Metropolitan Area)","Dallas/Fort Worth, TX",10397,11298,ATL,DFW,731,2154,203.95,AA,0.4794,205.96,AA,0.4794,205.96,,,201841039711298ATLDFW
Table1a,2018,4,30397,31453,"Atlanta, GA (Metropolitan Area)","Houston, TX",10397,12266,ATL,IAH,696,1149,181.1,DL,0.5922,174.24,DL,0.5922,174.24,,,201841039712266ATLIAH
Table1a,2018,4,30397,30852,"Atlanta, GA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10397,12264,ATL,IAD,577,906,191.05,DL,0.4911,213.06,WN,0.181,136.71,,,201841039712264ATLIAD
Table1a,2018,4,30158,32467,"Atlantic City, NJ","Miami, FL (Metropolitan Area)",10158,11697,ACY,FLL,977,274,107.6,NK,1,107.6,NK,1,107.6,,,201841015811697ACYFLL
Table1a,2018,4,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,10721,AUS,BOS,1698,926,249.45,WN,0.2981,223.55,WN,0.2981,223.55,,,201841042310721AUSBOS
Table1a,2018,4,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",10423,14771,AUS,SFO,1504,1298,234.01,UA,0.4912,266,WN,0.1471,183.01,,,201841042314771AUSSFO
Table1a,2018,4,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",10423,10821,AUS,BWI,1342,453,268.85,WN,0.7788,269,UA,0.0538,249.3,,,201841042310821AUSBWI
Table1a,2018,4,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,10800,AUS,BUR,1242,60,223.96,WN,0.8273,214.61,WN,0.8273,214.61,,,201841042310800AUSBUR
Table1a,2018,4,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12953,AUS,LGA,1559,202,251.32,WN,0.3425,227.6,WN,0.3425,227.6,,,201841042312953AUSLGA
Table1a,2018,4,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",10423,13303,AUS,MIA,1105,329,227.21,AA,0.929,224.33,AA,0.929,224.33,,,201841042313303AUSMIA
Table1a,2018,4,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",10423,12264,AUS,IAD,1342,488,279,UA,0.6829,329.58,F9,0.2381,107.82,,,201841042312264AUSIAD
Table1a,2018,4,30423,31453,"Austin, TX","Houston, TX",10423,12266,AUS,IAH,148,105,220.08,UA,1,220.08,UA,1,220.08,,,201841042312266AUSIAH
Table1a,2018,4,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12197,AUS,HPN,1559,19,285.97,DL,0.5146,305.19,UA,0.1053,217.16,,,201841042312197AUSHPN
Table1a,2018,4,30423,31453,"Austin, TX","Houston, TX",10423,12191,AUS,HOU,148,139,195.45,WN,1,195.45,WN,1,195.45,,,201841042312191AUSHOU
Table1a,2018,4,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",10423,11697,AUS,FLL,1105,447,201.27,B6,0.4464,182.77,B6,0.4464,182.77,,,201841042311697AUSFLL
Table1a,2018,4,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,11618,AUS,EWR,1559,1119,246.99,UA,0.6251,269.47,WN,0.3296,196.27,,,201841042311618AUSEWR
Table1a,2018,4,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,14908,AUS,SNA,1242,257,187.65,F9,0.3072,99.45,F9,0.3072,99.45,,,201841042314908AUSSNA
Table1a,2018,4,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12391,AUS,ISP,1559,14,255.43,WN,0.9535,254.91,WN,0.9535,254.91,,,201841042312391AUSISP
Table1a,2018,4,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12478,AUS,JFK,1559,1354,236.92,DL,0.4097,255.28,B6,0.2738,212.07,,,201841042312478AUSJFK
Table1a,2018,4,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,12892,AUS,LAX,1242,1657,198.16,AA,0.4268,201.12,WN,0.2764,177.63,,,201841042312892AUSLAX
Table1a,2018,4,30423,30194,"Austin, TX","Dallas/Fort Worth, TX",10423,11298,AUS,DFW,190,403,207.14,AA,0.986,206.39,AA,0.986,206.39,,,201841042311298AUSDFW
Table1a,2018,4,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,13296,AUS,MHT,1698,40,289.43,WN,0.5606,255.93,WN,0.5606,255.93,,,201841042313296AUSMHT
Table1a,2018,4,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",10423,11278,AUS,DCA,1342,441,303.85,WN,0.6833,283.6,WN,0.6833,283.6,,,201841042311278AUSDCA
Table1a,2018,4,30423,30647,"Austin, TX","Cleveland, OH (Metropolitan Area)",10423,11042,AUS,CLE,1174,200,241.03,WN,0.3128,212.81,WN,0.3128,212.81,,,201841042311042AUSCLE
Table1a,2018,4,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,13891,AUS,ONT,1242,160,175.36,WN,0.443,189.11,F9,0.2456,88.98,,,201841042313891AUSONT
Table1a,2018,4,30423,30977,"Austin, TX","Chicago, IL",10423,13232,AUS,MDW,977,505,216.77,WN,0.9867,216.46,WN,0.9867,216.46,,,201841042313232AUSMDW
Table1a,2018,4,30423,31066,"Austin, TX","Columbus, OH",10423,11066,AUS,CMH,1073,231,197.21,WN,0.3554,210.57,F9,0.2144,85.66,,,201841042311066AUSCMH
Table1a,2018,4,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,12954,AUS,LGB,1242,238,171.25,B6,0.9539,170.94,WN,0.021,162.34,,,201841042312954AUSLGB
Table1a,2018,4,30423,30977,"Austin, TX","Chicago, IL",10423,13930,AUS,ORD,977,1014,238.8,AA,0.5393,241.38,UA,0.4417,236.09,,,201841042313930AUSORD
Table1a,2018,4,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,89,271.6,AA,0.3844,267.7,WN,0.3783,254.76,,,201841042314307AUSPVD
Table1a,2018,4,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,15070,AUS,SWF,1559,6,269.36,AA,0.6346,263.26,B6,0.1154,190.98,,,201841042315070AUSSWF
Table1a,2018,4,30423,33195,"Austin, TX","Tampa, FL (Metropolitan Area)",10423,15304,AUS,TPA,928,378,213.37,WN,0.6706,206.11,WN,0.6706,206.11,,,201841042315304AUSTPA
Table1a,2018,4,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",10423,14831,AUS,SJC,1504,731,214.74,WN,0.5699,216.73,WN,0.5699,216.73,,,201841042314831AUSSJC
Table1a,2018,4,30423,30194,"Austin, TX","Dallas/Fort Worth, TX",10423,11259,AUS,DAL,190,637,177.85,WN,0.9997,177.86,WN,0.9997,177.86,,,201841042311259AUSDAL
Table1a,2018,4,30423,30647,"Austin, TX","Cleveland, OH (Metropolitan Area)",10423,10874,AUS,CAK,1174,21,249.72,UA,0.3846,230.27,UA,0.3846,230.27,,,201841042310874AUSCAK
Table1a,2018,4,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",10423,13796,AUS,OAK,1504,211,221.92,WN,0.9015,216.43,WN,0.9015,216.43,,,201841042313796AUSOAK
Table1a,2018,4,30423,30466,"Austin, TX","Phoenix, AZ",10423,14107,AUS,PHX,872,868,208.33,WN,0.5966,198.31,WN,0.5966,198.31,,,201841042314107AUSPHX
Table1a,2018,4,34489,32575,"Bend/Redmond, OR","Los Angeles, CA (Metropolitan Area)",14489,12892,RDM,LAX,751,153,212.51,AA,0.4666,218.78,AS,0.1037,199.17,,,201841448912892RDMLAX
Table1a,2018,4,34489,32575,"Bend/Redmond, OR","Los Angeles, CA (Metropolitan Area)",14489,12954,RDM,LGB,751,2,230.47,DL,0.7895,237.67,AA,0.2105,203.5,,,201841448912954RDMLGB
Table1a,2018,4,34489,32575,"Bend/Redmond, OR","Los Angeles, CA (Metropolitan Area)",14489,10800,RDM,BUR,751,17,199.83,AS,0.6938,216.05,UA,0.1438,147.82,,,201841448910800RDMBUR
Table1a,2018,4,34489,32575,"Bend/Redmond, OR","Los Angeles, CA (Metropolitan Area)",14489,13891,RDM,ONT,751,18,237.21,AS,0.559,252.84,UA,0.354,213.48,,,201841448913891RDMONT
Table1a,2018,4,34489,32575,"Bend/Redmond, OR","Los Angeles, CA (Metropolitan Area)",14489,14908,RDM,SNA,751,36,218,AS,0.6396,218.73,UA,0.1411,210.82,,,201841448914908RDMSNA
Table1a,2018,4,30599,31703,"Birmingham, AL","New York City, NY (Metropolitan Area)",10599,11618,BHM,EWR,902,93,285.88,DL,0.6103,283.36,DL,0.6103,283.36,,,201841059911618BHMEWR
Table1a,2018,4,30599,30194,"Birmingham, AL","Dallas/Fort Worth, TX",10599,11259,BHM,DAL,597,221,195.91,WN,0.9798,194.7,WN,0.9798,194.7,,,201841059911259BHMDAL
Table1a,2018,4,30599,30852,"Birmingham, AL","Washington, DC (Metropolitan Area)",10599,12264,BHM,IAD,682,35,273.44,DL,0.6584,282.82,UA,0.1242,237.56,,,201841059912264BHMIAD
