tbl,Year,quarter,citymarketid_1,citymarketid_2,city1,city2,cur_passengers,cur_fare,ly_fare,ly_passengers,amount_change,percent_change,amount_change_pax,percent_change_pax,Geocoded_City1,Geocoded_City2
Table 3,2018,3,30647,34057,"Cleveland, OH (Metropolitan Area)","Portland, OR",24840,243.52,200.84,24840,42.68,0.2125,0,0,,
Table 3,2018,3,30977,30194,"Chicago, IL","Dallas/Fort Worth, TX",390070,202.74,166.81,405160,35.94,0.2154,-15090,-0.0372,,
Table 3,2018,3,30977,30198,"Chicago, IL","Pittsburgh, PA",108530,188.5,145.55,114910,42.96,0.2952,-6380,-0.0555,,
Table 3,2018,3,30977,30325,"Chicago, IL","Denver, CO",389660,191.77,161.96,383060,29.81,0.184,6600,0.0172,,
Table 3,2018,3,30977,30466,"Chicago, IL","Phoenix, AZ",300210,201.91,165.47,299880,36.44,0.2202,330,0.0011,,
Table 3,2018,3,30977,30647,"Chicago, IL","Cleveland, OH (Metropolitan Area)",118310,195.46,153.31,134060,42.16,0.275,-15750,-0.1175,,
Table 3,2018,3,30977,30852,"Chicago, IL","Washington, DC (Metropolitan Area)",496340,214.76,169.04,555830,45.72,0.2704,-59490,-0.107,,
Table 3,2018,3,30977,31066,"Chicago, IL","Columbus, OH",106650,184.52,151.84,110760,32.68,0.2152,-4110,-0.0371,,
Table 3,2018,3,30977,31295,"Chicago, IL","Detroit, MI",136670,184.86,141.81,147080,43.05,0.3036,-10410,-0.0708,,
Table 3,2018,3,30977,31453,"Chicago, IL","Houston, TX",259470,210.77,171.54,244310,39.23,0.2287,15160,0.062,,
Table 3,2018,3,30977,31454,"Chicago, IL","Orlando, FL",341650,154.43,130.92,345520,23.51,0.1796,-3870,-0.0112,,
Table 3,2018,3,30977,31650,"Chicago, IL","Minneapolis/St. Paul, MN",269770,200.36,123.13,324080,77.24,0.6273,-54310,-0.1676,,
Table 3,2018,3,30977,32337,"Chicago, IL","Indianapolis, IN",27290,171.8,147.81,28270,23.99,0.1623,-980,-0.0347,,
Table 3,2018,3,30977,32457,"Chicago, IL","San Francisco, CA (Metropolitan Area)",526030,253.31,212.33,545550,40.98,0.193,-19520,-0.0358,,
Table 3,2018,3,30977,32575,"Chicago, IL","Los Angeles, CA (Metropolitan Area)",691290,232.56,195.33,721690,37.23,0.1906,-30400,-0.0421,,
Table 3,2018,3,30977,33044,"Chicago, IL","Louisville, KY",39660,171.43,147.9,44750,23.54,0.1591,-5090,-0.1137,,
Table 3,2018,3,30977,33105,"Chicago, IL","Cincinnati, OH",81780,153.69,124.32,78110,29.37,0.2363,3670,0.047,,
Table 3,2018,3,31267,31703,"Dayton, OH","New York City, NY (Metropolitan Area)",23020,195.16,168.87,22380,26.3,0.1557,640,0.0286,,
Table 3,2018,3,31295,30466,"Detroit, MI","Phoenix, AZ",105130,233.64,178.93,111880,54.71,0.3057,-6750,-0.0603,,
Table 3,2018,3,31295,30852,"Detroit, MI","Washington, DC (Metropolitan Area)",181110,180.27,154.35,188090,25.92,0.168,-6980,-0.0371,,
Table 3,2018,3,31295,33495,"Detroit, MI","New Orleans, LA",40650,179.72,155.42,42100,24.3,0.1564,-1450,-0.0344,,
Table 3,2018,3,31453,30198,"Houston, TX","Pittsburgh, PA",56510,278.7,230.85,52480,47.85,0.2073,4030,0.0768,,
Table 3,2018,3,31453,30559,"Houston, TX","Seattle, WA",123370,238.16,202.96,116890,35.19,0.1734,6480,0.0554,,
Table 3,2018,3,31453,31454,"Houston, TX","Orlando, FL",134890,176.08,151.08,127360,24.99,0.1654,7530,0.0591,,
Table 3,2018,3,31453,33195,"Houston, TX","Tampa, FL (Metropolitan Area)",67930,176.8,141.45,64460,35.35,0.2499,3470,0.0538,,
Table 3,2018,3,31453,33495,"Houston, TX","New Orleans, LA",119170,178.89,140.44,117570,38.46,0.2738,1600,0.0136,,
Table 3,2018,3,31453,33570,"Houston, TX","San Diego, CA",91230,212.97,176.68,89050,36.29,0.2054,2180,0.0245,,
Table 3,2018,3,31453,34100,"Houston, TX","Philadelphia, PA",86100,283.99,218.24,84710,65.75,0.3013,1390,0.0164,,
Table 3,2018,3,31454,32457,"Orlando, FL","San Francisco, CA (Metropolitan Area)",131490,261.13,226.06,134770,35.06,0.1551,-3280,-0.0243,,
Table 3,2018,3,31454,33570,"Orlando, FL","San Diego, CA",54400,222.1,175.11,67430,46.99,0.2684,-13030,-0.1932,,
Table 3,2018,3,31650,30466,"Minneapolis/St. Paul, MN","Phoenix, AZ",146570,180.68,154.41,149390,26.26,0.1701,-2820,-0.0189,,
Table 3,2018,3,31650,34100,"Minneapolis/St. Paul, MN","Philadelphia, PA",74110,259.22,192.15,93720,67.07,0.3491,-19610,-0.2092,,
Table 3,2018,3,31986,31650,"Grand Rapids, MI","Minneapolis/St. Paul, MN",21620,245.08,212.39,21650,32.69,0.1539,-30,-0.0014,,
Table 3,2018,3,32211,33256,"Las Vegas, NV","Mission/McAllen/Edinburg, TX",24530,160.4,138.71,25570,21.69,0.1564,-1040,-0.0407,,
Table 3,2018,3,32211,33342,"Las Vegas, NV","Milwaukee, WI",54320,192.07,164.48,69800,27.59,0.1678,-15480,-0.2218,,
Table 3,2018,3,32337,30852,"Indianapolis, IN","Washington, DC (Metropolitan Area)",102530,182.46,153.85,114690,28.61,0.186,-12160,-0.106,,
Table 3,2018,3,32337,31454,"Indianapolis, IN","Orlando, FL",81020,149.56,126.28,86260,23.28,0.1844,-5240,-0.0608,,
Table 3,2018,3,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",851270,175.76,146.83,866450,28.92,0.197,-15180,-0.0175,,
Table 3,2018,3,32575,34570,"Los Angeles, CA (Metropolitan Area)","Reno, NV",115530,176.36,144.38,129080,31.98,0.2215,-13550,-0.105,,
Table 3,2018,3,33105,30325,"Cincinnati, OH","Denver, CO",75590,161.95,137.09,69600,24.86,0.1813,5990,0.0861,,
Table 3,2018,3,33105,30466,"Cincinnati, OH","Phoenix, AZ",35980,177.96,133.06,34290,44.9,0.3374,1690,0.0493,,
Table 3,2018,3,33105,30852,"Cincinnati, OH","Washington, DC (Metropolitan Area)",89680,152.12,125.55,86340,26.57,0.2116,3340,0.0387,,
Table 3,2018,3,33105,31453,"Cincinnati, OH","Houston, TX",31990,237.03,177.66,35490,59.37,0.3342,-3500,-0.0986,,
Table 3,2018,3,33105,31703,"Cincinnati, OH","New York City, NY (Metropolitan Area)",125150,199.89,172.45,122500,27.43,0.1591,2650,0.0216,,
Table 3,2018,3,33105,32457,"Cincinnati, OH","San Francisco, CA (Metropolitan Area)",55940,265.61,197.33,63060,68.29,0.346,-7120,-0.1129,,
Table 3,2018,3,33195,30852,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",224630,182.09,151.46,246560,30.63,0.2022,-21930,-0.0889,,
Table 3,2018,3,33342,31650,"Milwaukee, WI","Minneapolis/St. Paul, MN",33860,246.69,193.97,37700,52.72,0.2718,-3840,-0.1019,,
Table 3,2018,3,33495,31454,"New Orleans, LA","Orlando, FL",58680,144.79,124.75,56950,20.04,0.1606,1730,0.0304,,
Table 3,2018,3,33570,31884,"San Diego, CA","Spokane, WA",29250,195.15,167.62,29910,27.54,0.1643,-660,-0.0221,,
Table 3,2018,3,34100,34492,"Philadelphia, PA","Raleigh/Durham, NC",55170,215.92,158.83,67060,57.1,0.3595,-11890,-0.1773,,
Table 3,2018,3,34262,30559,"Palm Springs, CA","Seattle, WA",20180,199.95,172.81,20640,27.13,0.157,-460,-0.0223,,
Table 3,2018,3,34492,30852,"Raleigh/Durham, NC","Washington, DC (Metropolitan Area)",92970,180.6,149.81,104590,30.79,0.2055,-11620,-0.1111,,
Table 3,2018,3,34570,30559,"Reno, NV","Seattle, WA",40910,222.32,184.68,43060,37.64,0.2038,-2150,-0.0499,,
Table 3,2018,3,34614,32457,"Salt Lake City, UT","San Francisco, CA (Metropolitan Area)",217010,159.17,138.23,224430,20.94,0.1515,-7420,-0.0331,,
Table 3,2018,3,35412,31703,"Knoxville, TN","New York City, NY (Metropolitan Area)",38570,198.71,157.93,41000,40.78,0.2582,-2430,-0.0593,,
Table 3,2017,1,30466,34570,"Phoenix, AZ","Reno, NV",37630,213.92,184.55,37410,29.37,15.9136,220,0.5881,"Phoenix, AZ
(30.406931, -87.217578)","Reno, NV
(30.177159, -95.162771)"
Table 3,2018,4,30397,34100,"Atlanta, GA (Metropolitan Area)","Philadelphia, PA",191840,199.6,172.04,219540,27.56,0.1602,-27700,-0.1262,,
Table 3,2017,1,30194,31714,"Dallas/Fort Worth, TX","Fort Myers, FL",24960,278.36,173.97,32110,104.39,60.0086,-7150,-22.2672,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Fort Myers, FL
(40.253979, -103.801495)"
Table 3,2017,1,30194,31871,"Dallas/Fort Worth, TX","Greenville/Spartanburg, SC",15250,266.63,223.6,17110,43.03,19.242,-1860,-10.8708,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Greenville/Spartanburg, SC
(44.513288, -88.013256)"
Table 3,2017,1,30194,32457,"Dallas/Fort Worth, TX","San Francisco, CA (Metropolitan Area)",247410,232.85,184.04,279590,48.81,26.5222,-32180,-11.5097,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
Table 3,2017,1,30194,32467,"Dallas/Fort Worth, TX","Miami, FL (Metropolitan Area)",181610,222.2,160.74,206590,61.46,38.2368,-24980,-12.0916,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)"
Table 3,2017,1,30194,33195,"Dallas/Fort Worth, TX","Tampa, FL (Metropolitan Area)",105210,202.96,173.17,100930,29.79,17.2045,4280,4.2406,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 3,2017,1,30194,33256,"Dallas/Fort Worth, TX","Mission/McAllen/Edinburg, TX",16340,240.14,197.72,19460,42.42,21.4572,-3120,-16.0329,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Mission/McAllen/Edinburg, TX
(43.153621, -93.201042)"
Table 3,2017,1,30194,33495,"Dallas/Fort Worth, TX","New Orleans, LA",114110,178.38,135.45,128210,42.93,31.6984,-14100,-10.9976,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","New Orleans, LA
(29.950621, -90.074948)"
Table 3,2017,1,30194,33570,"Dallas/Fort Worth, TX","San Diego, CA",108820,230.83,168.89,126980,61.93,36.6699,-18160,-14.3015,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","San Diego, CA
(32.71576, -117.163817)"
Table 3,2017,1,30194,34027,"Dallas/Fort Worth, TX","West Palm Beach/Palm Beach, FL",21410,273.96,222.83,21570,51.13,22.9471,-160,-0.7418,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","West Palm Beach/Palm Beach, FL
(33.90976, -98.500854)"
Table 3,2017,1,30325,31136,"Denver, CO","Jacksonville, FL",23770,274.74,237.01,26730,37.74,15.9225,-2960,-11.0737,"Denver, CO
(39.738453, -104.984853)","Jacksonville, FL
(30.325968, -81.65676)"
Table 3,2017,1,30325,33495,"Denver, CO","New Orleans, LA",72240,201.17,171.95,79120,29.22,16.9916,-6880,-8.6957,"Denver, CO
(39.738453, -104.984853)","New Orleans, LA
(29.950621, -90.074948)"
Table 3,2017,1,30397,31714,"Atlanta, GA (Metropolitan Area)","Fort Myers, FL",43310,199.42,168.24,44230,31.18,18.5312,-920,-2.08,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Fort Myers, FL
(40.253979, -103.801495)"
Table 3,2017,1,30397,33195,"Atlanta, GA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",146830,163.65,140.06,145600,23.59,16.8399,1230,0.8448,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 3,2017,1,30397,34100,"Atlanta, GA (Metropolitan Area)","Philadelphia, PA",182740,155.61,134.34,199750,21.27,15.8339,-17010,-8.5156,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Philadelphia, PA
(39.951061, -75.16562)"
Table 3,2017,1,30397,34986,"Atlanta, GA (Metropolitan Area)","Sarasota/Bradenton, FL",17180,222.54,177.47,18500,45.06,25.3927,-1320,-7.1351,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Sarasota/Bradenton, FL
(27.336483, -82.538602)"
Table 3,2017,1,30423,34100,"Austin, TX","Philadelphia, PA",30330,280.09,238.34,26860,41.75,17.5167,3470,12.9188,"Austin, TX
(30.264979, -97.746598)","Philadelphia, PA
(39.951061, -75.16562)"
Table 3,2017,1,30466,32457,"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",369130,177.4,152.31,403390,25.09,16.4722,-34260,-8.493,"Phoenix, AZ
(30.406931, -87.217578)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
Table 3,2017,1,30466,34492,"Phoenix, AZ","Raleigh/Durham, NC",28040,303.43,254.71,30400,48.72,19.1284,-2360,-7.7632,"Phoenix, AZ
(30.406931, -87.217578)","Raleigh/Durham, NC
(42.673348, -72.179683)"
Table 3,2017,1,30599,33195,"Birmingham, AL","Tampa, FL (Metropolitan Area)",23400,204.46,174.23,24250,30.23,17.3526,-850,-3.5052,"Birmingham, AL
(33.522859, -86.807705)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 3,2017,1,30647,30194,"Cleveland, OH (Metropolitan Area)","Dallas/Fort Worth, TX",44140,267.57,183.24,51540,84.32,46.017,-7400,-14.3578,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Dallas/Fort Worth, TX
(40.11086, -77.035636)"
Table 3,2017,1,30666,34262,"Bellingham, WA","Palm Springs, CA",14270,129.5,111.81,16370,17.69,15.8186,-2100,-12.8283,"Bellingham, WA
(41.698264, -88.077915)","Palm Springs, CA
(33.830302, -116.546843)"
Table 3,2017,1,30977,31423,"Chicago, IL","Des Moines, IA",17790,251,213.12,20220,37.88,17.7718,-2430,-12.0178,"Chicago, IL
(41.775002, -87.696388)","Des Moines, IA
(41.588822, -93.620309)"
Table 3,2017,1,30977,34100,"Chicago, IL","Philadelphia, PA",167050,229.21,155.28,201190,73.93,47.6095,-34140,-16.969,"Chicago, IL
(41.775002, -87.696388)","Philadelphia, PA
(39.951061, -75.16562)"
Table 3,2017,1,30977,34986,"Chicago, IL","Sarasota/Bradenton, FL",14380,312.65,247.3,22170,65.34,26.4219,-7790,-35.1376,"Chicago, IL
(41.775002, -87.696388)","Sarasota/Bradenton, FL
(27.336483, -82.538602)"
Table 3,2017,1,30994,30194,"Charleston, SC","Dallas/Fort Worth, TX",18310,267.91,209.73,22350,58.18,27.7394,-4040,-18.0761,"Charleston, SC
(32.77647, -79.931027)","Dallas/Fort Worth, TX
(40.11086, -77.035636)"
Table 3,2017,1,30994,32575,"Charleston, SC","Los Angeles, CA (Metropolitan Area)",16020,335.19,291.33,19060,43.86,15.0542,-3040,-15.9496,"Charleston, SC
(32.77647, -79.931027)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)"
Table 3,2018,4,30397,34653,"Atlanta, GA (Metropolitan Area)","Tulsa, OK",19650,241.82,199.17,20870,42.64,0.2141,-1220,-0.0585,,
Table 3,2017,1,31123,30852,"St. Louis, MO","Washington, DC (Metropolitan Area)",88170,226.47,190.56,95290,35.91,18.8418,-7120,-7.4719,"St. Louis, MO
(38.630276, -90.200309)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 3,2017,1,31123,33195,"St. Louis, MO","Tampa, FL (Metropolitan Area)",36660,249.38,165.54,58890,83.84,50.6431,-22230,-37.7483,"St. Louis, MO
(38.630276, -90.200309)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 3,2017,1,31136,34100,"Jacksonville, FL","Philadelphia, PA",24300,291.62,243.87,31530,47.76,19.5844,-7230,-22.9305,"Jacksonville, FL
(30.325968, -81.65676)","Philadelphia, PA
(39.951061, -75.16562)"
Table 3,2017,1,31267,30852,"Dayton, OH","Washington, DC (Metropolitan Area)",20600,217.16,178.81,29690,38.34,21.4425,-9090,-30.6164,"Dayton, OH
(39.760982, -84.192203)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 3,2017,1,31295,31136,"Detroit, MI","Jacksonville, FL",16630,265.09,226.4,17720,38.69,17.0908,-1090,-6.1512,"Detroit, MI
(42.332916, -83.047853)","Jacksonville, FL
(30.325968, -81.65676)"
Table 3,2017,1,31637,32211,"Fargo, ND","Las Vegas, NV",19460,184,154.67,18760,29.33,18.9612,700,3.7313,"Fargo, ND
(36.731654, -119.785856)","Las Vegas, NV
(36.169202, -115.140597)"
Table 3,2017,1,31703,33851,"New York City, NY (Metropolitan Area)","Oklahoma City, OK",20030,284.24,240.28,22940,43.97,18.2981,-2910,-12.6853,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Oklahoma City, OK
(35.468494, -97.521264)"
Table 3,2017,1,31714,34100,"Fort Myers, FL","Philadelphia, PA",52480,248.51,185.05,82940,63.45,34.2892,-30460,-36.7253,"Fort Myers, FL
(40.253979, -103.801495)","Philadelphia, PA
(39.951061, -75.16562)"
Table 3,2017,1,32600,30852,"Little Rock, AR","Washington, DC (Metropolitan Area)",17330,265.74,230.66,19100,35.08,15.2098,-1770,-9.267,"Little Rock, AR
(34.748745, -92.275105)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 3,2017,1,33044,31454,"Louisville, KY","Orlando, FL",28800,201.07,173.62,33590,27.45,15.8107,-4790,-14.2602,"Louisville, KY
(38.256078, -85.751569)","Orlando, FL
(28.538331, -81.378879)"
Table 3,2017,1,33192,30559,"Sacramento, CA","Seattle, WA",95830,150.77,127.1,107010,23.67,18.6237,-11180,-10.4476,"Sacramento, CA
(38.582087, -121.50012)","Seattle, WA
(47.603229, -122.33028)"
Table 3,2018,4,30423,30198,"Austin, TX","Pittsburgh, PA",18830,264.7,209.62,20550,55.08,0.2628,-1720,-0.0837,,
Table 3,2017,1,33244,34100,"Memphis, TN","Philadelphia, PA",15390,289.85,218.07,16740,71.78,32.9165,-1350,-8.0645,"Memphis, TN
(35.143378, -90.052136)","Philadelphia, PA
(39.951061, -75.16562)"
Table 3,2017,1,33495,30559,"New Orleans, LA","Seattle, WA",31960,257,221.72,31940,35.27,15.9075,20,0.0626,"New Orleans, LA
(29.950621, -90.074948)","Seattle, WA
(47.603229, -122.33028)"
Table 3,2017,1,33495,31703,"New Orleans, LA","New York City, NY (Metropolitan Area)",173930,256.58,217.72,180950,38.86,17.8471,-7020,-3.8795,"New Orleans, LA
(29.950621, -90.074948)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 3,2017,1,34100,33570,"Philadelphia, PA","San Diego, CA",50800,326.13,275.03,62200,51.11,18.5823,-11400,-18.328,"Philadelphia, PA
(39.951061, -75.16562)","San Diego, CA
(32.71576, -117.163817)"
Table 3,2017,2,30140,34057,"Albuquerque, NM","Portland, OR",18330,243.39,186.25,23280,57.14,0.3068,-4950,-0.2126,"Albuquerque, NM
(35.084248, -106.649241)","Portland, OR
(45.516018, -122.681425)"
Table 3,2017,2,30194,30466,"Dallas/Fort Worth, TX","Phoenix, AZ",204680,180.88,156.45,207830,24.43,0.1561,-3150,-0.0152,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Phoenix, AZ
(30.406931, -87.217578)"
Table 3,2017,2,30194,31454,"Dallas/Fort Worth, TX","Orlando, FL",233370,181.69,154.82,235490,26.88,0.1736,-2120,-0.009,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Orlando, FL
(28.538331, -81.378879)"
Table 3,2017,2,30194,32467,"Dallas/Fort Worth, TX","Miami, FL (Metropolitan Area)",200620,209.17,158.71,226450,50.46,0.318,-25830,-0.1141,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)"
Table 3,2017,2,30194,33195,"Dallas/Fort Worth, TX","Tampa, FL (Metropolitan Area)",110710,204.66,175.79,111080,28.88,0.1643,-370,-0.0033,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 3,2017,2,30194,33570,"Dallas/Fort Worth, TX","San Diego, CA",153050,192.75,157.38,154130,35.37,0.2248,-1080,-0.007,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","San Diego, CA
(32.71576, -117.163817)"
Table 3,2017,2,30194,34027,"Dallas/Fort Worth, TX","West Palm Beach/Palm Beach, FL",18730,276.04,211.94,20870,64.1,0.3025,-2140,-0.1025,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","West Palm Beach/Palm Beach, FL
(33.90976, -98.500854)"
Table 3,2017,2,30255,30852,"Huntsville, AL","Washington, DC (Metropolitan Area)",29660,347.4,301.33,30590,46.07,0.1529,-930,-0.0304,"Huntsville, AL
(34.729538, -86.585283)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 3,2017,2,30397,30977,"Atlanta, GA (Metropolitan Area)","Chicago, IL",376860,165.19,137.71,402280,27.48,0.1996,-25420,-0.0632,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Chicago, IL
(41.775002, -87.696388)"
Table 3,2017,2,30397,31714,"Atlanta, GA (Metropolitan Area)","Fort Myers, FL",43010,194.26,153.36,47680,40.9,0.2667,-4670,-0.0979,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Fort Myers, FL
(40.253979, -103.801495)"
Table 3,2017,2,30397,32070,"Atlanta, GA (Metropolitan Area)","Harrisburg, PA",17650,258.57,223.02,19520,35.54,0.1594,-1870,-0.0958,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Harrisburg, PA
(40.259572, -76.881821)"
Table 3,2017,2,30397,33667,"Atlanta, GA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",38560,242.43,205.14,42470,37.29,0.1818,-3910,-0.0921,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)"
